,FILE_NAME,JOB_CLASS_TITLE,JOB_CLASS_NO,JOB_DUTIES,EDUCATION_YEARS,SCHOOL_TYPE,EDUCATION_MAJOR,EXPERIENCE_LENGTH,FULL_TIME_PART_TIME,EXP_JOB_CLASS_TITLE,COURSE_COUNT,COURSE_LENGTH,COURSE_SUBJECT,DRIVERS_LICENSE_REQ,EXAM_TYPE,ENTRY_SALARY,OPEN_DATE,REQUIREMENT_SET_TEXT
438,RECREATION FACILITY DIRECTOR 2434 051217.txt,RECREATION FACILITY DIRECTOR,2434,"A Recreation Facility Director formulates, organizes and conducts a comprehensive program of recreational activities for adults and children at a City recreation facility; develops, implements and coordinates fundraising activities and events; accounts for, keeps records of, and transmits funds collected from the public; and administers and manages the Municipal Recreation Program account; or acts as Director-In-Charge of larger, more complex facilities; assists the Recreation Supervisor in coordinating a broad range of regional or citywide events; conducts in-service training; acts in the absence of the Recreation Supervisor; assigns, reviews, and evaluates the work of subordinates engaged in conducting community recreation activities; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",,,,,,,,,,Required,INTERDEPARTMENTAL PROMOTIONAL AND AN OPEN COMPETITIVE BASIS,"$51,657-$73,518",05-12-17,
439,RECREATION SUPERVISOR 2460 101416 REVISED 102716.txt,RECREATION SUPERVISOR,2460,"A Recreation Supervisor plans, organizes and directs the work of subordinate personnel such as Senior Recreation Directors, Recreation Facility Directors, and Child Care Directors engaged in directing recreational activities within a geographical district; may plan, organize and direct a specialized Citywide recreational program; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",,,,,,,,,,May-Required,INTERDEPARTMENTAL PROMOTIONAL,"$63,266-$92,498",10-14-16,
440,REFUSE COLLECTION SUPERVISOR 4101 033117.txt,REFUSE COLLECTION SUPERVISOR	,4101,"A Refuse Collection Supervisor assigns, reviews, analyzes and evaluates the work of a large group of Refuse Collection Truck Operators and Maintenance Laborers engaged in solid resources collection, recycling, and disposal programs or activities; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",,,,,,,,,,,INTERDEPARTMENTAL PROMOTIONAL,"$72,432-$103,084",03-31-17,
441,REFUSE COLLECTION TRUCK OPERATOR 021717.txt,REFUSE COLLECTION TRUCK OPERATOR,3580,"A Refuse Collection Truck Operator loads and unloads a refuse collection vehicle, drives a refuse collection vehicle, operates mechanical attachments on the vehicle, and may work as a manual laborer or lead a small manual labor crew during periods of the day when not driving.",,,,,,,,,,Required,INTERDEPARTMENTAL PROMOTIONAL AND AN OPEN COMPETITIVE BASIS,"$47,042-$66,920",02-17-17,
442,REFUSE CREW FIELD INSTRUCTOR 4100 081216.txt,REFUSE CREW FIELD INSTRUCTOR,4100,"The Refuse Crew Field Instructor trains and instructs refuse collection personnel on proper and safe collection methods and practices, including the operation of refuse collection trucks and specialized equipment. The Refuse Crew Field Instructor also provides support to district safety programs, conducts classroom training, documents all required applied training, monitors safe work practices in the field, and supports daily investigation and observations targeted at reducing on-duty injuries and vehicle accidents. These positions normally work with one crew at a time, but may be assigned to instruct groups of Refuse Collection Truck Operators and other staff in the use of equipment or to instruct employees on other branches of refuse collection. This class is distinguished from other safety classes due to the specialized nature of the work performed.",,,,,,,,,,Required,INTERDEPARTMENTAL PROMOTIONAL,"$60,886-$86,631",08-12-16,
443,REHABILITATION CONSTRUCTION SPECIALIST 072718.txt,REHABILITATION CONSTRUCTION SPECIALIST,1569,"A Rehabilitation Construction Specialist makes recommendations regarding the physical rehabilitation and new construction of property in a housing rehabilitation, multifamily development, or urban improvement program; reviews plans and specifications for new construction projects; reviews project designs for lead abatement and/or asbestos projects; prepares specifications and cost estimates for proposed housing rehabilitation or new construction projects; develops production standards; evaluates and processes construction disbursements; monitors construction projects for compliance with all applicable Federal, State, and local laws, including all Davis-Bacon wage requirements; and performs other related duties.",,,,,,,,,,Required,INTERDEPARTMENTAL PROMOTIONAL,"$85,545-$103,439",07-27-18,
444,REHABILITATION PROJECT COORDINATOR 8502 032715.txt,REHABILITATION PROJECT COORDINATOR,8502,"A Rehabilitation Project Coordinator plans, organizes and coordinates the administrative, financial and construction activities of grant-funded housing rehabilitation or urban improvement programs and supervises professional, technical and clerical employees engaged in implementing the programs; applies sound supervisory principles and techniques in building and maintaining an effective workforce, and fulfills equal employment opportunity responsibilities.",,,,,,,,,,May-Required,INTERDEPARTMENTAL PROMOTIONAL,"$82,267-$120,289",03-27-15,
445,REINFORCING STEEL WORKER 3483 022318.txt,REINFORCING STEEL WORKER       ,3483,"A Reinforcing Steel Worker cuts, shapes, assembles, places, and ties steel rods, wire, and wire mesh to reinforce concrete.",,,,,,,,,,,OPEN COMPETITIVE BASIS,"$88,030 (flat-rated)",02-23-18,
446,REPROGRAPHICS OPERATOR 3162 110615.txt,REPROGRAPHICS OPERATOR,3162,"A Reprographics Operator operates a variety of photographic and micrographic equipment, including industrial scanners, large engineering electrostatic printers, and card plotters, and similar machines in reproducing plans, charts, maps tracings and other documents; and may act as a lead person directing the work of other Reprographics Operators.",,,,,,,,,,,OPEN COMPETITIVE BASIS,"$40,486-$50,279",11-06-15,
447,REPROGRAPHICS SUPERVISOR  3163 091517.txt,REPROGRAPHICS SUPERVISOR,3163,"A Reprographics Supervisor assigns, reviews, and evaluates the work of Reprographics Operators engaged in micrographic or engineering reprographic work; coordinates the work of a micrographic or engineering reprographics facility; or directs the activities of a large, multifunction micrographic-reprographic facility; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",,,,,,,,,,,OPEN COMPETITIVE BASIS,"$47,752-$69,822",09-15-17,
448,RETIREMENT PLAN MANAGER 9149 052314 (1).txt,RETIREMENT PLAN MANAGER,9149,"A Retirement Plan Manager develops, recommends, and implements policies of a Board of Commissioners or Board of Administration; directs the administration of a retirement or pension program, including programs for investing funds and administering benefits; plans, organizes, and directs the work of employees engaged in such activities; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",,,,,,,,,,May-Required,INTERDEPARTMENTAL PROMOTIONAL AND AN OPEN COMPETITIVE BASIS,"$157,393-$195,541",05-23-14,
449,RIDESHARE PROGRAM ADMINISTRATOR 2485 020918.txt,RIDESHARE PROGRAM ADMINISTRATOR,2485,"The Rideshare Program Administrator plans, organizes, and directs the work of professional, technical, and clerical staff engaged in providing comprehensive rideshare transportation services and programs for City employees as set forth in the City's Trip Reduction Plan, or plans, develops, and administers specific services and programs contained in the Plan; promotes the increased use of trip reduction measures at all levels of City government; directs the administrative operations of the City's Employee Parking Program; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",,,,,,,,,,Required,OPEN COMPETITIVE BASIS,"$103,669-$151,567",02-09-18,
450,RISK AND INSURANCE ASSISTANT 1645 072718.txt,RISK AND INSURANCE ASSISTANT,1645,"A Risk and Insurance Assistant performs various paraprofessional risk management duties in assisting professional Risk Management personnel in the review, evaluation, analysis, and processing of insurance and/or bond documentation for compliance with City Charter, Administrative and Municipal Codes, and contract and permit requirements. A Risk and Insurance Assistant also maintains insurance records including liability insurance documents, certificates evidencing Workers' Compensation Insurance, performance and payment bonds, and security instruments and does related work.",,,,,,,,,,,INTERDEPARTMENTAL PROMOTIONAL,"$54,977-$80,388",07-27-18,
451,RISK MANAGEMENT AND PREVENTION PROGRAM SPECIALIST 7980 030317.txt,RISK MANAGEMENT AND PREVENTION PROGRAM SPECIALIST,7980,"A Risk Management and Prevention Program Specialist conducts Citywide technical reviews of the engineering and safety aspects of chemical manufacturing operations involving acutely hazardous materials to evaluate the adequacy of, and the need for, safety precautions to prevent the catastrophic release of toxic materials to the environment; develops and evaluates release prevention program review criteria and quantitative standards and guidelines regarding risk management program implementation consistent with federal, state, and local laws and regulations; serves as the technical advisor regarding highly hazardous materials management; and does related work.",,,,,,,,,,Required,OPEN COMPETITIVE BASIS,"$87,236-$127,555",03-03-17,
